,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Tags,A free copy of Mastering The Interview,Last Notable Activity
8930,Api,Olark chat,No,No,0,0.0,0,0.0,Email opened,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
8931,Api,Direct traffic,No,No,0,3.0,274,3.0,Email opened,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,No Details,No,Email opened
8932,Api,Google,No,No,0,9.0,127,1.8,Olark chat conversation,Outside India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
8933,Landing page submission,Direct traffic,No,No,1,2.0,1505,2.0,Sms sent,India,Supply chain management,No Details,No Details,No,No,No,No,No,No,No Details,No,Sms sent
8934,Landing page submission,Google,No,No,1,3.0,399,3.0,Email link clicked,India,Marketing management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Modified
8935,Landing page submission,Direct traffic,No,No,0,1.0,232,1.0,Converted to lead,India,Retail management,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,Yes,Modified
8936,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Already a student,No,Olark chat conversation
8937,Landing page submission,Direct traffic,No,No,0,3.0,899,3.0,Sms sent,Outside India,E-commerce,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,Yes,Sms sent
8938,Landing page submission,Direct traffic,No,No,1,2.0,87,2.0,Email link clicked,Outside India,Operations management,Unemployed,Better career prospects,No,No,No,No,No,No,Lost to eins,Yes,Email link clicked
8939,Landing page submission,Direct traffic,No,No,0,2.0,2,2.0,Sms sent,India,Operations management,No Details,No Details,No,No,No,No,No,No,No Details,Yes,Modified
8940,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Not doing further education,No,Modified
8941,Landing page submission,Direct traffic,No,No,1,2.0,1089,2.0,Email link clicked,India,It projects management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Email link clicked
8942,Landing page submission,Direct traffic,No,No,1,2.0,739,2.0,Sms sent,Outside India,Finance management,Working professional,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Modified
8943,Landing page submission,Direct traffic,No,No,1,2.0,1237,2.0,Sms sent,India,It projects management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Sms sent
8944,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,No,Modified
8945,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Already a student,No,Modified
8946,Landing page submission,Organic search,No,No,1,10.0,1361,2.5,Sms sent,India,Human resource management,Working professional,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Sms sent
8947,Landing page submission,Direct traffic,Yes,No,0,2.0,116,2.0,Email bounced,India,Services excellence,No Details,No Details,No,No,No,No,No,No,No Details,Yes,Modified
8948,Api,Olark chat,Yes,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Olark chat conversation
8949,Landing page submission,Google,No,No,1,6.0,161,1.5,Email opened,India,Supply chain management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
8950,Landing page submission,Direct traffic,No,No,1,2.0,1013,2.0,Sms sent,India,Finance management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Sms sent
8951,Landing page submission,Direct traffic,No,No,0,9.0,233,2.25,Olark chat conversation,India,Marketing management,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,Yes,Modified
8952,Landing page submission,Direct traffic,Yes,No,0,2.0,153,2.0,Email bounced,India,It projects management,No Details,No Details,No,No,No,No,No,No,No Details,Yes,Modified
8953,Api,Organic search,No,No,1,10.0,949,10.0,Email opened,India,Travel and tourism,Student,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
8954,Landing page submission,Direct traffic,No,No,0,4.0,387,1.33,Sms sent,India,Business administration,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,Yes,Sms sent
8955,Landing page submission,Direct traffic,Yes,No,0,4.0,175,2.0,Page visited on website,Outside India,Finance management,No Details,No Details,No,No,No,No,No,No,No Details,No,Page visited on website
8956,Landing page submission,Direct traffic,No,No,0,2.0,321,2.0,Sms sent,India,"Banking, investment and insurance",Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,Yes,Sms sent
8957,Api,Organic search,No,No,0,2.0,183,2.0,Sms sent,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Busy,No,Sms sent
8958,Landing page submission,Direct traffic,No,No,0,4.0,874,2.0,Email opened,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Already a student,Yes,Email opened
8959,Api,Organic search,No,No,1,3.0,1456,3.0,Email opened,India,Hospitality management,Working professional,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
8960,Landing page submission,Direct traffic,Yes,No,0,2.0,1020,2.0,Sms sent,India,Supply chain management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Modified
8961,Api,Olark chat,No,No,0,0.0,0,0.0,Sms sent,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Sms sent
8962,Landing page submission,Direct traffic,No,No,1,2.0,1846,2.0,Email opened,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Lost to eins,Yes,Email opened
8963,Api,Google,No,No,1,3.0,268,1.5,Email opened,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
8964,Api,Organic search,No,No,0,4.0,190,4.0,Sms sent,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Sms sent
8965,Api,Olark chat,No,No,0,2.0,189,1.0,Email opened,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
8966,Landing page submission,Organic search,No,No,1,10.0,674,5.0,Sms sent,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Sms sent
8967,Landing page submission,Direct traffic,No,No,0,2.0,784,2.0,Sms sent,Outside India,Supply chain management,No Details,No Details,No,No,No,No,No,No,No Details,Yes,Modified
8968,Landing page submission,Direct traffic,No,No,0,2.0,258,2.0,Page visited on website,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
8969,Landing page submission,Direct traffic,No,No,0,7.0,499,2.33,Page visited on website,India,Hospitality management,Student,Better career prospects,No,No,No,No,No,No,Already a student,Yes,Page visited on website
8970,Api,Google,No,No,0,1.0,322,1.0,Converted to lead,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,No,Modified
8971,Landing page submission,Direct traffic,No,No,1,4.0,1776,4.0,Email opened,India,Media and advertising,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
8972,Landing page submission,Google,No,No,1,4.0,1245,4.0,Email opened,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Email opened
8973,Landing page submission,Direct traffic,No,No,0,3.0,117,1.5,Email opened,India,Business administration,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Email opened
8974,Landing page submission,Organic search,No,No,0,8.0,178,4.0,Sms sent,India,Marketing management,Unemployed,Better career prospects,No,No,No,No,No,No,Still thinking,Yes,Modified
8975,Landing page submission,Google,No,No,0,5.0,266,5.0,Sms sent,India,"Banking, investment and insurance",Unemployed,Better career prospects,No,No,No,No,No,No,Switched off,No,Sms sent
8976,Api,Olark chat,No,No,0,1.0,16,1.0,Sms sent,India,Marketing management,Unemployed,Better career prospects,No,No,No,No,No,No,Switched off,Yes,Sms sent
8977,Api,Google,No,No,1,2.0,1224,2.0,Sms sent,India,Human resource management,Working professional,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Modified
8978,Landing page submission,Google,No,No,1,6.0,1070,3.0,Sms sent,India,Human resource management,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
8979,Landing page submission,Google,No,No,0,6.0,195,6.0,Sms sent,India,Marketing management,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Sms sent
8980,Landing page submission,Referral sites,No,No,1,9.0,1123,9.0,Sms sent,Outside India,Marketing management,Working professional,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Sms sent
8981,Api,Olark chat,No,No,0,0.0,0,0.0,Email opened,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
8982,Landing page submission,Direct traffic,No,No,0,2.0,96,2.0,Email opened,India,It projects management,Unemployed,Better career prospects,No,No,No,No,No,No,Already a student,Yes,Email opened
8983,Landing page submission,Google,No,No,0,4.0,34,4.0,Email opened,India,Hospitality management,Working professional,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
8984,Api,Olark chat,No,No,1,0.0,0,0.0,Sms sent,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Sms sent
8985,Landing page submission,Direct traffic,No,No,1,2.0,31,2.0,Email opened,India,Operations management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Email opened
8986,Landing page submission,Organic search,No,No,1,11.0,1116,3.67,Sms sent,India,Finance management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Sms sent
8987,Landing page submission,Direct traffic,No,No,1,3.0,1306,3.0,Email opened,India,Supply chain management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Email opened
8988,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
8989,Api,Olark chat,No,No,1,0.0,0,0.0,Email opened,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Lost to eins,No,Modified
8990,Landing page submission,Direct traffic,No,No,0,2.0,1425,2.0,Sms sent,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Wrong number given,No,Sms sent
8991,Api,Google,No,No,0,1.0,349,1.0,Converted to lead,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Already a student,No,Modified
8992,Api,Google,No,No,0,3.0,176,1.5,Olark chat conversation,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Already a student,No,Modified
8993,Api,Olark chat,No,No,1,4.0,916,1.33,Email opened,India,Marketing management,Unemployed,Better career prospects,No,No,No,No,No,No,Lost to eins,Yes,Email opened
8994,Landing page submission,Organic search,No,No,0,4.0,107,4.0,Sms sent,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,Yes,Sms sent
8995,Landing page submission,Google,No,No,1,6.0,1048,3.0,Sms sent,India,Retail management,Unemployed,Better career prospects,No,No,No,No,No,No,Graduation in progress,No,Modified
8996,Api,Google,No,No,0,10.0,438,1.43,Email opened,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
8997,Landing page submission,Google,No,No,0,4.0,340,4.0,Sms sent,India,International business,No Details,No Details,No,No,No,No,No,No,No Details,No,Sms sent
8998,Api,Google,No,No,0,3.0,398,3.0,Sms sent,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Modified
8999,Api,Olark chat,No,No,1,0.0,0,0.0,Email opened,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
9000,Api,Google,No,No,0,2.0,60,2.0,Olark chat conversation,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Already a student,No,Modified
9001,Landing page submission,Direct traffic,No,No,0,2.0,91,2.0,Email opened,India,Supply chain management,Unemployed,Better career prospects,No,No,No,No,No,No,Already a student,Yes,Email opened
9002,Landing page submission,Direct traffic,No,No,0,3.0,1094,3.0,Page visited on website,India,Media and advertising,No Details,No Details,No,No,No,No,No,No,No Details,Yes,Modified
9003,Api,Olark chat,No,No,1,0.0,0,0.0,Sms sent,No Details,Finance management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
9004,Api,Olark chat,No,No,1,0.0,0,0.0,Email link clicked,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Lost to eins,No,Modified
9005,Api,Olark chat,No,No,1,2.0,103,1.0,Sms sent,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Sms sent
9006,Api,Google,No,No,0,3.0,239,1.5,Olark chat conversation,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Already a student,No,Olark chat conversation
9007,Api,Google,No,No,1,4.0,673,2.0,Email opened,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
9008,Landing page submission,Direct traffic,No,No,1,3.0,1202,3.0,Sms sent,India,Marketing management,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,Yes,Sms sent
9009,Api,Google,No,No,0,6.0,158,3.0,Olark chat conversation,India,No Details,Student,Better career prospects,No,No,No,No,No,No,Already a student,No,Modified
9010,Landing page submission,Direct traffic,No,No,0,3.0,210,3.0,Email opened,India,Media and advertising,Unemployed,Better career prospects,No,No,No,No,No,No,Not doing further education,Yes,Modified
9011,Landing page submission,Direct traffic,Yes,No,0,1.0,463,1.0,Email bounced,Outside India,Travel and tourism,Unemployed,Better career prospects,No,No,No,No,No,No,No Details,No,Modified
9012,Landing page submission,Organic search,Yes,No,0,3.0,1314,3.0,Email bounced,Outside India,Travel and tourism,Unemployed,Better career prospects,No,No,No,No,No,No,Already a student,No,Modified
9013,Landing page submission,Direct traffic,No,No,0,12.0,75,6.0,Email link clicked,India,Supply chain management,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,Yes,Email link clicked
9014,Api,Google,No,No,1,2.0,6,1.0,Sms sent,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
9016,Landing page submission,Direct traffic,No,No,1,25.0,1569,2.08,Email opened,India,Business administration,Working professional,Better career prospects,No,No,No,No,No,No,Closed by horizzon,Yes,Email opened
